Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Dan Sparkes,M/AM (L),6.89,6.89,11,7,3,12,10,6,6,11,4,1,2,9,8,9,11,3,9,13,6,7,7,5,3,10,6,1,17,10,8,9,2,7,11,10,14,15,8,8,2,1,9,11,8,10,9,1,- -  -,Lst,10
David Ferguson,D/WB/M (L),6.89,6.89,12,10,1,8,11,11,9,14,2,3,3,9,5,12,12,2,8,12,12,7,8,9,2,9,9,2,13,4,10,6,3,7,12,10,13,10,10,10,3,1,11,10,8,12,6,3,- -  -,Wnt,12
Jordan Stevens,"M (RC), AM (RLC)",6.88,6.88,11,10,3,11,11,6,6,13,3,1,1,6,5,8,13,2,10,13,6,4,7,4,2,6,5,4,6,13,11,8,1,11,13,8,10,9,9,9,3,3,9,11,10,11,10,3,- -  -,,13
Bruno Andrade,"M (RL), AM (RLC), ST (C)",6.88,6.88,6,11,1,10,3,6,6,9,2,2,2,7,12,9,11,1,12,11,7,3,9,1,2,6,7,1,12,14,10,8,1,10,5,7,10,11,5,10,3,3,4,6,8,11,6,2,- -  -,,11
Jake Gray,"WB (R), M (RLC), AM (C)",6.88,6.88,10,10,2,10,10,8,9,9,3,2,1,9,8,10,11,1,10,12,8,3,8,6,1,8,8,3,9,9,9,7,3,7,12,10,8,10,9,9,1,4,8,9,10,10,5,3,- -  -,,11
George Saunders,M/AM (RL),6.87,6.87,13,12,3,12,11,3,7,11,1,2,3,7,4,9,12,2,8,11,4,1,7,2,1,11,5,3,7,10,11,6,1,10,13,10,11,8,8,8,3,3,9,10,7,12,5,4,- -  -,Ask,12
Liam Mandeville,"M (R), AM (RLC), ST (C)",6.85,6.85,10,12,4,11,12,6,9,9,3,3,4,7,10,10,12,2,12,14,5,4,11,3,1,9,8,3,11,14,12,10,1,10,15,11,11,10,7,11,2,2,5,9,10,12,4,2,- -  -,Wnt,12
Clarke Oduor,"WB (L), M (LC), AM (RL)",6.85,6.85,11,9,1,12,11,8,8,11,3,2,1,8,8,10,12,3,10,12,6,6,5,5,1,8,7,2,9,13,9,7,2,13,12,8,10,11,9,11,3,2,10,10,11,13,8,2,- -  -,,12
Cameron Salkeld,"D/M/AM (R), ST (C)",6.84,6.84,17,5,2,8,10,9,12,11,2,3,1,7,5,9,12,3,10,11,9,2,8,4,3,7,10,2,6,12,8,8,3,7,11,8,7,7,8,7,3,3,15,8,7,8,17,2,- -  -,,11
Tom Knowles,"M/AM (RLC), ST (C)",6.84,6.84,12,9,2,9,9,8,7,14,3,1,2,7,6,9,11,3,9,12,6,11,9,8,1,11,7,2,8,9,8,9,2,10,14,9,10,6,10,8,1,2,10,8,11,10,11,2,- -  -,Wnt,13
Stephen McLaughlin,D/WB/M/AM (L),6.83,6.83,13,10,2,12,12,9,9,11,3,2,2,9,12,11,10,3,11,14,9,9,11,5,3,7,8,4,12,11,11,10,2,11,14,10,13,12,9,10,2,4,10,8,12,8,11,3,- -  -,,9
Sam Austin,M/AM (RLC),6.82,6.82,14,8,1,10,14,6,7,11,2,3,1,8,3,8,13,2,10,14,7,3,11,12,2,7,5,1,5,8,9,11,4,10,13,9,10,6,9,11,2,1,7,8,6,12,3,3,- -  -,,13
Joel Tabiner,"M (RC), AM (R)",6.82,6.82,12,10,3,10,15,8,9,15,1,1,1,10,9,11,11,4,9,15,8,4,10,6,2,13,8,1,9,10,11,7,1,9,12,12,10,9,12,9,1,1,9,12,8,10,15,3,- -  -,Wnt,10
Max Wright,M/AM (R),6.82,6.82,10,8,1,9,8,6,8,10,1,3,1,5,5,9,14,2,10,13,5,6,10,5,2,9,6,2,7,7,10,9,1,11,14,9,10,7,9,9,1,3,8,12,8,12,8,3,- -  -,,13
Tyrese Dyce,D/WB/M/AM (L),6.82,6.82,11,7,2,6,7,5,12,9,2,1,3,4,6,7,12,3,9,10,3,3,4,7,3,9,5,3,7,10,6,9,1,13,15,7,10,8,4,9,3,3,8,7,6,12,6,3,- -  -,,12
Wes McDonald,"M (RL), AM (RLC), ST (C)",6.80,6.80,6,9,1,9,7,5,10,10,1,4,1,7,9,9,11,1,9,12,6,8,8,6,2,7,6,1,8,15,9,9,2,11,13,5,9,7,8,10,1,2,8,10,8,11,7,2,- -  -,,13
Harrison Dunk,D/WB/M (L),6.80,6.80,12,9,3,11,12,12,9,9,2,1,3,10,3,10,11,3,10,11,7,7,8,9,1,11,8,1,8,12,9,10,2,12,14,10,13,10,11,10,2,1,11,10,11,8,11,2,- -  -,,11
Kyran Wiltshire,"M (RC), AM (RL)",6.80,6.80,13,6,3,10,8,10,8,11,1,4,3,4,3,10,12,2,6,13,8,1,9,10,3,9,7,2,13,10,9,3,1,8,12,6,8,3,7,10,3,2,11,10,9,10,12,1,- -  -,Frt,13
James Plant,"M (L), AM (RL), ST (C)",6.80,6.80,12,7,2,11,9,3,10,12,1,3,3,4,6,9,13,3,10,10,4,3,8,6,3,5,6,1,7,10,9,8,1,10,12,11,9,4,6,9,1,2,7,9,11,10,9,3,- -  -,,14
Jonas Mukuna,"M (R), AM (RLC)",6.80,6.80,12,7,1,5,8,7,12,12,2,2,2,5,7,10,13,1,9,17,5,6,9,12,1,17,7,1,2,15,7,9,1,8,15,4,7,2,7,2,3,1,6,9,8,15,14,3,- -  -,Loa,14
Ben Gladwin,"WB (R), M/AM (RLC)",6.78,6.78,9,12,2,13,12,8,8,8,1,2,4,9,10,12,9,1,11,11,6,7,11,7,2,11,7,2,7,12,11,10,1,10,10,9,10,8,9,11,1,2,10,11,8,8,8,1,- -  -,,8
Jon Taylor,"M (R), AM (RLC)",6.77,6.77,14,12,1,11,12,8,8,9,2,2,2,10,10,11,11,2,13,11,6,7,10,10,3,8,7,2,9,12,11,11,2,12,13,9,11,10,10,12,1,2,9,12,11,12,11,3,- -  -,Inj,12
Kyle Hurst,M/AM (L),6.77,6.77,11,10,3,9,9,7,10,13,3,2,2,8,9,9,11,1,10,12,9,8,9,9,3,9,9,2,8,10,10,7,3,10,10,11,9,8,11,10,2,1,10,11,8,12,9,3,- -  -,,11
Seb Quirk,"D/M (R), AM (RL)",6.76,6.76,10,7,3,10,9,10,7,8,2,3,2,10,2,7,13,4,9,13,9,8,5,9,1,8,8,1,8,8,6,8,3,10,5,7,11,8,9,6,3,1,9,8,11,11,11,2,- -  -,,15
Nathan Thomas,M/AM (RL),6.76,6.76,9,9,3,11,7,4,7,6,2,2,1,4,7,11,13,4,10,13,6,5,11,5,3,6,6,1,10,15,11,10,1,14,9,7,11,10,4,8,1,2,6,9,9,14,14,2,- -  -,,12
James Brophy,D/WB/M/AM (L),6.75,6.75,13,7,3,9,11,8,7,13,2,2,2,8,6,9,13,4,8,14,8,9,8,7,2,8,5,2,6,6,10,7,1,11,12,7,8,7,7,10,2,3,10,7,8,15,4,1,- -  -,Opt,15
Ben Tollitt,"M (RLC), AM (RL)",6.75,6.75,10,9,1,7,6,2,10,10,2,1,1,4,7,9,12,2,9,10,2,3,9,6,3,9,4,3,6,13,9,9,3,11,12,8,10,9,8,10,1,2,7,10,8,12,7,3,- -  -,,13
Brennan Dickenson,D/WB/M/AM (L),6.75,6.75,11,8,4,10,12,10,10,11,1,1,1,9,6,8,13,3,9,13,8,11,12,10,3,11,8,2,11,10,9,9,2,9,15,8,12,11,7,8,2,3,9,8,6,10,8,2,- -  -,Lst,11
Leon Davies,D/WB/M (R),6.73,6.73,11,10,3,12,10,9,8,11,2,2,2,9,6,9,11,3,10,11,10,9,8,8,1,9,9,2,8,9,10,7,1,11,9,8,13,5,11,10,1,1,10,10,9,12,10,2,- -  -,,12
Ryan Glover,"M (RL), AM (RLC)",6.71,6.71,10,12,3,10,11,6,8,11,1,3,1,7,8,10,11,1,10,12,3,2,8,8,3,6,5,1,6,9,11,10,3,13,12,9,10,8,6,9,1,2,8,9,8,9,5,1,- -  -,,10
Shilow Tracey,"M/AM (RL), ST (C)",6.71,6.71,14,7,1,11,12,7,13,11,1,2,1,7,9,12,13,1,10,14,4,10,8,7,2,8,8,3,8,10,9,10,2,11,14,8,9,8,8,7,1,3,12,11,9,13,8,1,- -  -,,13
Sam Folarin,WB/M/AM (R),6.70,6.70,10,9,1,9,11,5,10,11,2,2,4,6,8,9,13,2,8,11,7,6,9,8,2,9,7,3,6,12,8,10,3,11,12,8,11,9,8,8,1,3,10,9,9,13,9,2,- -  -,,14
Toby Green,M/AM (RL),6.70,6.70,8,8,1,10,5,6,4,7,4,4,2,4,4,7,11,2,9,17,5,5,7,3,2,4,6,1,2,13,9,8,1,11,6,5,7,7,4,9,3,2,5,10,6,11,6,1,- -  -,Yth,12
Dylan Adjei-Hersey,D/WB/M/AM (R),6.68,6.68,12,9,3,12,12,8,9,13,1,1,1,10,5,9,12,1,11,14,8,5,7,8,3,6,6,4,10,12,10,6,3,10,2,8,10,6,6,10,3,1,7,10,9,10,5,4,- -  -,Loa,12
Lucas Cooper,M/AM (R),6.67,6.67,12,8,2,9,7,6,5,11,2,2,2,3,4,9,12,1,7,14,3,6,6,6,1,3,5,1,5,6,8,4,3,11,8,8,12,7,4,11,3,3,7,7,9,12,8,2,- -  -,,13
James Maxwell,D/WB/M/AM (L),6.67,6.67,14,13,3,8,11,13,6,14,1,3,2,10,6,11,13,1,11,18,13,10,4,5,2,7,5,2,2,11,11,4,3,13,8,10,9,4,14,8,3,3,10,11,10,12,8,3,- -  -,,16
Morgan Roberts,"M/AM (RL), ST (C)",6.67,6.67,12,10,2,11,7,7,8,10,4,1,1,3,5,13,12,3,9,10,8,1,7,6,1,9,10,2,10,14,10,10,3,10,13,9,9,9,11,6,3,3,8,8,8,11,4,3,- -  -,,11
Stephen Dooley,M (RC),6.65,6.65,13,12,1,12,11,8,9,14,1,2,1,8,6,12,11,1,10,10,6,3,8,3,1,8,8,1,7,13,10,7,1,10,15,8,10,8,9,11,2,4,9,11,9,10,6,1,- -  -,,11
Sean Etaluku,M/AM (L),6.64,6.64,7,10,3,12,7,7,5,7,3,1,3,4,1,8,11,4,12,17,5,3,6,11,3,4,1,2,4,14,13,7,1,9,5,8,12,7,4,4,4,3,6,8,9,13,15,2,- -  -,,14
Jake Andrews,"D (L), M (LC), AM (L)",6.64,6.64,9,11,3,10,9,5,10,10,1,3,2,8,9,11,10,1,9,12,7,2,10,9,3,6,6,3,13,9,10,8,1,7,4,9,14,14,9,11,2,1,8,10,7,11,8,2,- -  -,,9
Alex Gilliead,"WB (R), DM, M (RC)",6.62,6.62,12,9,1,12,13,11,8,12,2,3,3,11,8,11,10,2,11,12,8,4,7,13,3,13,11,2,9,12,12,8,1,11,10,9,8,10,11,10,2,1,12,11,11,11,12,1,- -  -,,11
Freddie Price,D/WB/M/AM (L),6.60,6.60,10,9,1,11,12,4,5,8,2,1,3,5,1,13,12,1,11,16,5,6,6,12,2,3,4,1,6,12,11,8,2,12,15,7,9,5,5,4,1,2,8,14,7,12,5,2,- -  -,Loa,12
Rudy Rance,M/AM (L),6.55,6.55,2,5,1,7,2,1,4,5,1,2,3,3,1,7,13,3,4,13,2,2,1,8,3,2,1,2,10,2,8,2,2,5,9,3,8,6,3,3,3,1,6,3,4,12,8,1,- -  -,Yth,12
Jack Emmett,M/AM (RLC),6.55,6.55,12,7,3,11,8,7,4,13,2,3,2,8,6,8,11,3,9,10,2,3,6,6,3,2,5,1,6,10,6,6,4,11,11,7,6,5,8,6,2,1,8,6,7,15,5,2,- -  -,,13
Lewys Twamley,WB/M/AM (L),6.51,6.51,10,9,3,9,10,6,10,8,3,1,4,5,1,7,13,1,8,14,5,7,10,5,3,8,8,3,8,13,11,8,3,11,14,8,10,7,8,8,1,3,7,10,8,10,10,3,- -  -,,13
Harvey Walker,"D/WB (L), M (RL), AM (RLC)",6.37,6.37,9,7,3,7,8,4,4,9,1,3,1,6,7,6,11,1,9,9,3,2,4,4,2,6,3,2,4,10,7,5,3,8,5,7,7,6,6,6,2,4,5,7,7,8,6,2,- -  -,,12
Tyler Frost,M/AM (RL),-,-,9,8,3,10,8,6,10,11,1,1,1,6,12,9,12,2,9,15,6,5,8,7,2,10,7,1,13,8,11,8,3,10,12,8,10,11,11,7,2,3,8,12,7,10,8,1,- -  -,Ask,12
Alfie Cunningham,"M (RC), AM (R)",-,-,10,5,1,7,4,2,3,5,3,2,1,2,3,6,13,1,8,6,1,1,3,6,1,7,1,2,2,13,9,7,3,10,10,5,6,3,1,4,1,2,5,5,6,13,11,1,- -  -,Yth,12
Tyrique Tekasala,"M (L), AM (C)",-,-,8,7,3,8,7,5,5,9,3,2,2,7,5,10,9,1,4,15,5,5,3,7,1,13,2,3,6,5,8,6,3,7,7,10,7,6,7,6,3,1,7,9,8,8,5,2,- -  -,Yth,9
Lui Smythe,M/AM (L),-,-,6,5,3,8,7,1,3,5,1,2,3,2,3,7,13,1,9,14,3,2,3,14,1,3,1,1,8,9,5,4,3,9,4,5,5,4,3,4,2,3,16,12,4,13,7,3,- -  -,Yth,13
Luke Urey,M (RLC),-,-,11,11,3,9,6,8,3,9,3,3,3,6,1,10,14,1,8,11,7,1,7,4,2,7,6,1,5,6,11,7,3,9,9,9,9,5,8,9,2,1,3,8,7,14,10,3,- -  -,,13
Tayshen Robinson,D/WB/M/AM (L),-,-,7,6,1,11,5,7,7,9,4,2,3,6,3,6,14,2,4,12,4,1,2,1,4,13,4,2,4,10,5,9,2,7,5,7,12,7,5,7,1,3,2,8,6,13,5,2,- -  -,Loa,14
Jay Tinsdale,D/WB/M/AM (L),-,-,11,7,1,8,8,7,1,7,3,4,3,6,2,8,10,1,7,15,6,6,3,12,2,6,6,1,6,8,6,2,3,6,4,8,9,6,5,4,2,1,7,5,6,11,6,4,- -  -,,10
Adam Mayor,M/AM (L),-,-,12,7,2,9,7,6,11,10,3,3,2,5,13,7,12,2,7,14,7,7,7,7,3,7,6,3,8,10,9,7,3,9,9,5,8,6,6,11,3,3,8,11,6,14,10,3,- -  -,Loa,12
Lynden Ferguson,M/AM (R),-,-,5,5,1,8,4,4,3,4,3,3,2,2,1,4,14,3,10,13,1,1,4,4,3,6,3,3,3,11,5,3,3,8,6,4,6,3,4,6,1,1,2,13,6,14,14,1,- -  -,U18,13
Sam Hodges,"DM, M/AM (RLC)",-,-,10,4,3,7,7,5,4,6,2,3,2,2,2,8,8,3,6,10,1,3,3,10,1,8,3,2,1,9,8,5,1,10,7,7,3,1,5,6,1,1,5,6,2,9,13,4,- -  -,Loa,12
Dan Barton,M/AM (L),-,-,2,5,1,10,4,3,2,3,1,2,2,2,1,6,12,3,5,12,2,3,3,11,3,12,3,3,2,12,5,3,1,6,17,8,9,5,2,4,2,2,5,4,4,12,15,2,- -  -,Loa,12
Owen Cushion,M (L),-,-,10,8,1,8,6,5,4,7,1,2,3,5,1,7,11,3,5,10,3,3,4,7,4,13,3,3,5,5,8,4,1,4,13,6,10,7,1,5,2,1,5,6,4,12,5,2,- -  -,U18,14
Jacob Mendy,WB/M/AM (L),-,-,12,9,1,12,10,6,11,12,3,2,4,7,10,9,12,3,10,14,5,6,10,6,3,9,4,3,6,8,9,5,2,13,7,8,12,6,8,10,1,3,4,5,8,14,3,2,- -  -,Lst,11
Ollie Downs,D/WB/M/AM (L),-,-,5,6,3,7,5,4,5,8,3,3,3,2,1,6,10,1,5,12,4,1,6,9,2,6,4,1,3,5,6,3,3,6,12,4,7,3,4,6,1,2,4,5,5,12,5,3,- -  -,U18,13
Keane Barugh,"M (R), AM (RC)",-,-,11,8,1,11,7,5,7,9,3,1,2,3,5,9,11,1,8,7,2,6,5,4,2,9,1,3,6,13,8,5,4,11,17,5,10,7,4,7,2,1,7,9,5,11,11,1,- -  -,Yth,12
Darren Ehimamiegho,"M/AM (L), ST (C)",-,-,7,6,3,6,5,1,10,10,3,2,1,1,1,11,14,2,8,16,2,5,5,1,3,14,5,1,1,7,4,7,1,8,11,8,6,3,4,6,3,2,1,11,4,12,7,2,- -  -,U18,14
Matty Williams,M/AM (L),-,-,10,7,3,8,5,3,7,8,3,2,2,3,1,9,9,3,7,12,1,3,2,10,2,14,2,3,3,9,7,6,2,11,10,9,8,3,1,4,2,2,1,3,3,10,5,2,- -  -,Yth,12
Ronnie Kokkinos,M/AM (RL),-,-,6,8,1,9,4,4,5,7,3,2,3,3,1,12,10,2,10,15,3,2,4,3,3,11,1,1,1,9,10,6,4,8,13,6,9,4,4,5,1,1,6,6,4,10,15,4,- -  -,Loa,12
George Harrison,"M (RC), AM (R)",-,-,10,4,3,9,9,3,4,7,2,2,3,3,2,8,10,3,5,15,2,5,3,1,2,8,1,2,4,8,7,7,3,9,7,9,7,2,5,13,2,2,7,7,6,9,15,3,- -  -,Loa,8
Williams Edenene,"M/AM (L), ST (C)",-,-,6,6,3,8,5,2,2,5,3,4,2,2,3,9,11,1,5,12,1,2,1,5,1,6,6,1,3,8,13,7,3,8,9,3,9,5,1,4,1,4,3,6,5,11,8,1,- -  -,Loa,11
Charlie Lumsden,M/AM (R),-,-,12,2,2,7,4,4,3,12,2,1,2,1,2,5,11,1,6,12,1,4,4,10,3,4,4,3,1,7,10,3,4,6,14,6,8,5,4,4,3,1,6,7,4,11,7,3,- -  -,Loa,13
Kai Redgrave,"WB (R), M/AM (RL)",-,-,7,7,2,10,7,5,4,4,2,2,3,5,2,9,15,1,9,13,5,5,5,5,2,1,5,2,5,11,7,4,4,11,14,9,8,4,4,8,4,4,6,9,7,14,11,2,- -  -,Loa,14
Jack Clark,"M (RLC), AM (R)",-,-,10,8,2,9,6,5,4,8,1,4,1,2,1,9,9,2,3,13,4,2,5,3,2,8,4,2,1,9,8,4,3,6,15,5,7,3,1,3,2,2,5,3,5,10,10,2,- -  -,Yth,12
Harry Evans,M/AM (L),-,-,8,5,2,7,5,1,1,6,1,3,1,1,1,6,13,2,2,12,2,1,1,10,1,6,1,3,2,11,3,2,2,7,8,5,4,1,2,5,3,2,5,3,2,12,15,2,- -  -,Yth,13
Harry Lock,M/AM (RL),-,-,2,6,2,11,3,1,2,9,1,2,1,1,1,7,12,4,5,14,1,1,1,8,2,4,1,1,1,13,9,8,1,4,14,4,7,2,1,2,1,3,3,2,5,13,11,2,- -  -,Yth,13
Joel White,M/AM (L),-,-,11,5,2,9,6,3,3,9,3,1,3,1,4,6,9,3,6,13,2,4,4,2,3,6,4,2,4,7,7,3,3,10,5,9,6,4,3,3,3,3,2,13,5,9,10,1,- -  -,Yth,10
Joel Vincent,D/M/AM (R),-,-,8,5,1,8,7,6,5,4,1,1,3,3,4,8,14,3,5,8,1,2,5,3,2,6,4,2,1,6,7,3,2,11,12,5,9,4,7,7,2,3,7,8,3,15,9,1,- -  -,Yth,14
Lanseny Traore,M/AM (L),-,-,6,5,3,7,3,1,3,5,3,2,1,1,1,7,12,1,4,11,1,3,3,4,1,11,1,1,1,8,6,3,1,10,8,8,6,3,1,2,3,3,2,6,2,13,6,1,- -  -,Yth,13
Leighton Murray,"WB (R), M/AM (RL)",-,-,4,5,3,12,4,3,2,7,3,3,2,1,3,8,12,4,7,14,2,3,1,2,1,5,1,1,1,13,9,7,1,6,4,11,3,1,2,1,3,1,1,6,3,15,12,1,- -  -,,13
Krystof Porritt,"M (RC), AM (R)",-,-,5,8,1,10,6,4,5,7,1,3,1,3,2,8,12,1,7,13,6,1,4,7,2,8,2,2,1,6,8,5,2,6,5,5,5,3,6,5,1,3,4,13,6,13,14,3,- -  -,,16
Branden Barthorpe,M/AM (R),-,-,9,4,3,6,13,1,2,6,3,1,1,2,1,3,12,2,5,10,2,2,3,4,2,8,1,2,6,6,9,3,2,8,3,4,6,1,3,4,4,2,3,3,5,11,10,2,- -  -,Yth,14
Ade Burbidge,M/AM (L),-,-,12,4,2,9,15,3,2,8,2,2,2,2,1,4,13,3,5,16,3,2,1,8,1,9,2,4,7,6,4,1,2,4,10,5,4,5,2,4,2,3,5,11,4,10,12,3,- -  -,Yth,14
Robert Saunders,M/AM (R),-,-,6,5,1,14,6,2,3,4,1,4,3,4,3,8,11,3,9,12,1,1,4,6,1,2,2,1,4,14,9,7,1,5,4,5,11,9,4,5,3,2,3,11,6,13,11,2,- -  -,Yth,10
